district,commodity,year,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16
Balaka,Groundnuts,2021,0.09454424882820944,0.22179278731301955,0.17348858811581003,0.20849315837028193,0.7032747337306122,0.6391559537342686,0.8313163684156036,0.3399702143500788,0.2094231963110592,0.5007469546258337,0.5595263127967534,0.4269980129323,0.4572050397186359,0.04259632958376369,0.6742641657363136,0.11536476047971345
Balaka,Groundnuts,2022,0.009155277095936443,0.5384651144457954,0.5168384020880034,0.17761620768292286,0.034821316493867105,0.6684454236616307,0.2155160515316713,0.9599754718753504,0.6294253754637699,0.5400335427850745,0.6479165201683333,0.9531841294336135,0.29854323366248114,0.28012805725702405,0.5754964928306965,0.4178843794398399
Balaka,Groundnuts,2023,0.0060089088422478065,0.7664644755548539,0.23215611999591312,0.38994875037172905,0.7260760237566242,0.9317081053811175,0.8392957863564559,0.6950952174245844,0.9491175754692788,0.5301635108328812,0.6642586665500076,0.986201425336724,0.9165624390032217,0.9186916775700191,0.3064989215208943,0.19779316707808814
Balaka,Groundnuts,2024,0.8336685077338454,0.7003022142801913,0.9662748723456678,0.8424333993526644,0.43440290936159587,0.050305328908660796,0.466840545926432,0.861397489660136,0.3317310303117261,0.4944485500905822,0.04223320906624484,0.14207933168255027,0.6641314676891605,0.08226194545841581,0.8336509816360385,0.4879759756154084
Balaka,Groundnuts,2025,0.833145718170311,0.7609185647121983,0.34160030607389125,0.9299840955372848,0.8621198301375648,0.6581453459685078,0.42284275825029416,0.90745854257211,0.00028249754865783405,0.6563172096302767,0.31648758993341297,0.23743637029986742,0.25728994085099166,0.06077943197621838,0.49309502914671755,0.1764367908541481
Balaka,Tobacco,2021,0.7802135917472032,0.8777699656246755,0.8310103221618496,0.3990424308470537,0.21607780445629754,0.45020318263181225,0.4662919028210448,0.010827265029441091,0.5788959796254974,0.3688062735190929,0.9935528343762464,0.1317354364435236,0.6645758727786353,0.9314250870344497,0.8148445342396267,0.3923663090218764
Balaka,Tobacco,2022,0.5281230619663527,0.489992254749831,0.1264028054209163,0.85041238863883,0.8564342276378297,0.5270978128689177,0.17626407509684971,0.7203523097413173,0.8802278638616127,0.9840603084577044,0.29909057185476273,0.46262531754544867,0.09483037895553637,0.06487928287273914,0.19594025682938276,0.5589412078483706
Balaka,Tobacco,2023,0.3601932634026389,0.20188542072773563,0.8119543938120943,0.903705204283755,0.33030865026599066,0.798549354047156,0.03462502777580889,0.7098277023139307,0.5084146268575845,0.4086262059617721,0.08108237732627777,0.6295053408758761,0.7654198828026959,0.601242374502106,0.17906953918544,0.09351046843413646
Balaka,Tobacco,2024,0.6467077900270206,0.07273040220057503,0.5972830268795212,0.7137889728121272,0.8025362967327878,0.5561714228478027,0.5071018754126577,0.5538701148319779,0.2958559779914993,0.08308559307715513,0.4439442854642073,0.004598523669987475,0.18321565421223562,0.7373434347830488,0.04206356492640151,0.2171793719803834
Balaka,Tobacco,2025,0.9623972187183575,0.022392444053514704,0.483961548167291,0.9478060533053837,0.4885031255975123,0.14046781929249275,0.4026543658364813,0.6339613454204581,0.07896400230134393,0.14676538601584432,0.6766183956903163,0.3257161950489681,0.642052573505292,0.0022605897797798313,0.13667154974266849,0.36910144993073113
Balaka,Beans,2021,0.7878193492389787,0.1744243131925095,0.8507572209052858,0.5783080620659882,0.6329400716948309,0.5316848968730611,0.06479845958048669,0.2006924798245101,0.49781712987087134,0.5460975540514006,0.4218292516825076,0.9682432992682646,0.8686452225511244,0.6933244960863886,0.5863886146861922,0.4212393179252233
Balaka,Beans,2022,0.6509265542290302,0.04936624418754354,0.7244317167955507,0.8050572883543293,0.47781231066647845,0.9711189919921378,0.17664693088010008,0.47637142541176847,0.4350045067582926,0.9520957869200538,0.6067851932085856,0.7755215489764729,0.05162628631614419,0.15099504091839222,0.11471216494323322,0.40234236385275335
Balaka,Beans,2023,0.8662835076555881,0.3993795794052425,0.06369519820695324,0.3154422179904214,0.1869102611996164,0.7657579953697555,0.41950556768611047,0.012537867829010563,0.9965225619864849,0.5219450553174195,0.8765265551315629,0.5317730114245047,0.7128730319673279,0.7639818533916967,0.608991753538028,0.7953006542133512
Balaka,Beans,2024,0.9318286019931207,0.5975830227557091,0.5753160440139322,0.05171582020905785,0.5391328168474083,0.7383857284309566,0.15435495542977262,0.6732012332626218,0.13828929670614898,0.3784263268665957,0.5348436432557826,0.2710354428484033,0.8431571975209144,0.3309333105673472,0.37784559057231015,0.33091638959267744
Balaka,Beans,2025,0.42241441232041443,0.6509593582734614,0.650625575878321,0.09352398859452815,0.8873798342826663,0.998114280963264,0.31304271365765113,0.8316401082397026,0.6318408431217428,0.39075621833737895,0.0774982657467228,0.8901171441155353,0.5695944448621869,0.6641379813689744,0.6759729603296584,0.633556675312709
Blantyre,Maize,2021,0.07562261382472535,0.9141267141191244,0.9484729775608812,0.7518357948375779,0.992083084187818,0.5400823374824802,0.7894865125606211,0.7082991694789469,0.27625550155210754,0.17496118482759138,0.6962107370340037,0.2964089464085081,0.37165493428416796,0.4290688983478177,0.7043049976330786,0.8684330640837495
Blantyre,Maize,2022,0.03781595086131828,0.7504483377630177,0.3561001350532419,0.8656036324863632,0.36461526395180033,0.5078763887758427,0.4415336218419661,0.3420700349848178,0.5214847920104438,0.1687145781126812,0.8229896981446709,0.676399742252503,0.8144518476855444,0.10903929715214755,0.43604624005716197,0.6123467076829537
Blantyre,Maize,2023,0.3689336865921652,0.7337958405597433,0.7626472031802534,0.19486396008463946,0.5001092096059072,0.49332589345684974,0.04355645509564021,0.5700052915645142,0.7047576347020017,0.7610174325139725,0.831876802815215,0.8281017170288504,0.3338851649983914,0.4687880882828921,0.17133016715204052,0.07874360552562687
Blantyre,Maize,2024,0.23725975650350573,0.4202550611145779,0.06085467293103586,0.619584988297752,0.13593682198037393,0.6730597490875253,0.6281715172256895,0.008763175764366693,0.470944287468932,0.1258157749607245,0.32025648656998384,0.7308317479433093,0.12286695700196415,0.6901169776627272,0.3957454090578527,0.664626912666406
Blantyre,Maize,2025,0.45623634556514503,0.9575062230173625,0.28152543175387157,0.8174881825682511,0.6737514378639475,0.8106445529328469,0.7450913696493339,0.23285613734731214,0.4706445261864016,0.9298838479069486,0.9070082070677848,0.5037267525993594,0.9272917104507564,0.6667863177433645,0.7428719778428693,0.9173608179271439
Blantyre,Rice,2021,0.6394160380751692,0.5421053312899071,0.2491912890269279,0.0961227329656319,0.20971914794612878,0.6034083720393225,0.08268044380638595,0.28824626000460785,0.1953211825723371,0.977989427151462,0.3015743750450647,0.59938966321176,0.18074705752227604,0.5056332526199891,0.18917185070330356,0.46917377866250676
Blantyre,Rice,2022,0.604863156213321,0.02285852127242194,0.6424045351541181,0.8124337314650683,0.8398233667001705,0.09492493996895224,0.9980926003653003,0.9063208134433174,0.2066487158215632,0.2981138667155103,0.8191433000028671,0.8032695532511089,0.8289014327800817,0.31492086859092383,0.6401778582047796,0.5314103170229382
Blantyre,Rice,2023,0.8516034535645651,0.538209162012895,0.13922890767090645,0.05817494577385729,0.4481559650849881,0.6054573382994908,0.615484769722962,0.6903559255685161,0.5258371204904316,0.9688254934252561,0.8120689363371058,0.850750591005376,0.23704492687639234,0.013416019241135224,0.9196319532286469,0.42200367040485376
Blantyre,Rice,2024,0.5318138796415124,0.3122354471989919,0.5978172457577318,0.587247469964187,0.4762994221026715,0.9201039772050379,0.9254660988178235,0.4035430167722278,0.49228528585061415,0.9306198469516967,0.5040490998242239,0.2569885598982453,0.3759646619857402,0.4210276914013553,0.937201615456616,0.6795943036529831
Blantyre,Rice,2025,0.009488710665969236,0.42247818981594754,0.05272765048908312,0.6603709566651587,0.6891374863906873,0.5292602579006929,0.6343991391251509,0.4513679564545616,0.36199539611924736,0.37672932831223815,0.46417828712187814,0.7218283280075666,0.22382769475566866,0.28923625760660054,0.0651235183456782,0.6421958816589156
Blantyre,Groundnuts,2021,0.44264240969741697,0.9037229203130654,0.8345183854906861,0.6223469102691045,0.487772123242046,0.39487280011964165,0.14675592151332995,0.441190434702321,0.7001736688079816,0.10174934773549116,0.669756720293909,0.6614545618817786,0.40052776747461605,0.035087255041234,0.8039749057671919,0.02265482501714211
Blantyre,Groundnuts,2022,0.12855697035202007,0.989198063704941,0.2776531728768329,0.9859777820281506,0.06390799543447401,0.02927479584055981,0.8739263808185153,0.3576575462082101,0.16673094411877576,0.36937620145041583,0.5105233091771387,0.7809566216396656,0.9159828681453549,0.40874998069577506,0.3165635341287578,0.6529097499591596
Blantyre,Groundnuts,2023,0.26678562303995845,0.7912993460589097,0.4885682812773271,0.6876526497318675,0.13808301390139377,0.16828136381635628,0.6239436045506137,0.7919328631720034,0.5890667719247822,0.15066477898923292,0.3278138354273573,0.2424147911719048,0.40409346208314734,0.7606397166054714,0.1992224676398896,0.48057034753484706
Blantyre,Groundnuts,2024,0.8434807757692002,0.0797407191434748,0.4135267890023385,0.5902054212449028,0.8363818885591623,0.7472460302219153,0.46064924707657917,0.8783630309612286,0.5219142352971323,0.7966642682019001,0.7699045768276174,0.34131981406456147,0.5020810458437397,0.7802199786241533,0.3771607106565258,0.9094243434621474
Blantyre,Groundnuts,2025,0.819011407001331,0.8975149458137154,0.3329706920320378,0.033543928733365425,0.5180134509402475,0.7080907692802584,0.22916308910060235,0.4505133306194632,0.8801463690162123,0.48581456226639885,0.20033717778651783,0.7979207159550588,0.29285484849689647,0.2231628598935902,0.9244397689349436,0.29243617384538245
Blantyre,Tobacco,2021,0.38815432791011995,0.016879591965818452,0.47006327208172116,0.8823549302909667,0.17994275832265705,0.9931603653214361,0.08758842084642116,0.021254274357370484,0.90725732711935,0.4030289392021602,0.8157745601712022,0.3546802015316035,0.054418097963568446,0.9627759803159165,0.7355190506119461,0.620674431487697
Blantyre,Tobacco,2022,0.842327703286018,0.6398624418325437,0.29170780535954843,0.16447139965568014,0.9755755828831919,0.25742597728888206,0.3582566947122825,0.99655433840319,0.7515881409451382,0.2705601905478974,0.8635290503733547,0.3248147936597918,0.19170990145075473,0.8654341010077418,0.8218901732298367,0.05438050864241584
Blantyre,Tobacco,2023,0.2145727767793587,0.17055739496407996,0.2756795449739041,0.21298037586459562,0.996206949059207,0.8176168943648253,0.28466041091975636,0.5138122294107274,0.0976423864517727,0.6100632273641076,0.8298246313359314,0.28802188122927797,0.10103728147976954,0.71726840478682,0.40763618169483684,0.9955069395631766
Blantyre,Tobacco,2024,0.5729337475355467,0.63059862576262,0.7441184717814876,0.002682417944665949,0.07319642982636554,0.9446867622049172,0.10863015146289345,0.7188198353706152,0.6716920277708739,0.2197992328196232,0.06881527375738017,0.588749437229864,0.358132000596182,0.9865090798138628,0.22963984231094026,0.9578395376949286
Blantyre,Tobacco,2025,0.18914429546626566,0.8294627291966327,0.5729622265752873,0.9607784237993252,0.8514002922022098,0.04486569095494941,0.7519423658606742,0.7236021200457011,0.4143618456150422,0.44005950854633225,0.8643439448372428,0.6010079855916945,0.9718315683253739,0.6435256604772572,0.5848298290371351,0.16686591812391383
Blantyre,Beans,2021,0.3907728326761747,0.9811441804712783,0.6155375765251297,0.49605558043734976,0.2612356949265564,0.7043365612316124,0.23672968770545644,0.6498804252464709,0.8338260441068606,0.4037218650066331,0.16369327292182934,0.6399394658926548,0.07935248497197622,0.04305035810086033,0.3878277292768808,0.925851541408153
Blantyre,Beans,2022,0.7576004536137746,0.16927000340063225,0.7541577907345871,0.29868690232529427,0.2911501121950777,0.2232174129642326,0.9223585896217336,0.9239040179948226,0.7078944389073332,0.7451464840170461,0.7999273886514512,0.2451205436620898,0.2427123689554882,0.8167448758299458,0.035585454033334574,0.6450744834354177
Blantyre,Beans,2023,0.8443741042710229,0.9023199617924532,0.5008959576244593,0.3267649356804131,0.7632433725436453,0.5598471408256892,0.8453523896489264,0.9511394190687029,0.9443651289212115,0.5742436859966121,0.7206485511075348,0.3360468318679162,0.35123762598026054,0.12828933978447776,0.5549056271534236,0.9212479919801632
Blantyre,Beans,2024,0.7622238128736606,0.08266132888299915,0.8758466635807934,0.7075635888070806,0.5749807893320739,0.905543146239307,0.8341876433960967,0.9577617199914449,0.9854186624847985,0.08345272199531295,0.35227193601562523,0.6948592477061173,0.8280383927190409,0.19506866407247203,0.9526987818322061,0.46328509533126205
Blantyre,Beans,2025,0.42904150052972856,0.7917165304069298,0.1918208082341104,0.24162936366470722,0.4443966502817299,0.9143670312887731,0.7066565078924322,0.9017060546505101,0.04542613910090232,0.7338898567242917,0.622395062433834,0.11222339441660412,0.5229439455792199,0.7104313302501095,0.9749402716670242,0.5211238761452531
Chikwawa,Maize,2021,0.5114470985536066,0.15186375404624253,0.646847514452181,0.21505507748015085,0.15978093193912046,0.8469536548198484,0.49995552448246416,0.2135745103141261,0.7922023215184218,0.3989256597955597,0.36167258737969055,0.3566074436714838,0.9636582567040868,0.10033022559205562,0.8163350860703159,0.723952418574584
Chikwawa,Maize,2022,0.16799282088005318,0.3556510432656177,0.025682309944649595,0.46512288621326026,0.7260786203216189,0.4029366487682272,0.9785905595121669,0.3709393059812528,0.07682979678947799,0.2208682443121469,0.984084352151384,0.6192202638825592,0.7420733526790821,0.05939471957931519,0.04819506175221511,0.008570452327661182
Chikwawa,Maize,2023,0.21248618574315514,0.5490100545232031,0.4893092431009115,0.2655279506977323,0.5187856660757412,0.6055983850149418,0.5779501528740132,0.23197492883447368,0.06904485496668944,0.4420378860601534,0.9174107695010567,0.48523950886468503,0.7510867138121714,0.4820639090621044,0.9181020922539707,0.5699945344129929
Chikwawa,Maize,2024,0.48939765317351647,0.9862127770421342,0.4467417448703046,0.23813131856287817,0.4457511698512082,0.23481079772024605,0.23936925866057956,0.9437287767056597,0.34529982125318637,0.2763324050146949,0.44492717209015087,0.07163711589661614,0.19433780446912963,0.5823127397846054,0.899921407345449,0.16306314479455686
Chikwawa,Maize,2025,0.8867216610815842,0.7781080513875879,0.8128566065002145,0.04394466689078114,0.21582061684899323,0.3962919916845604,0.7928869676715604,0.8578054693076658,0.5803161363448278,0.8372351171415717,0.7382480587467608,0.7163421700888161,0.4854057552081793,0.4326868676424016,0.2629371491582171,0.6423365371849477
Chikwawa,Rice,2021,0.4193352189040631,0.644692424864505,0.42106818089199516,0.561004807226905,0.20901516602319736,0.011278584553219506,0.1626360923813308,0.9417903634858867,0.7043694415704943,0.8549540276719139,0.8187834727575809,0.3872464454112077,0.007439662279113302,0.5247525614332083,0.6863219318370409,0.6279253404992546
Chikwawa,Rice,2022,0.3359538057680981,0.4915619994620727,0.5757006322952822,0.2687214265498594,0.47169930337276944,0.5149544841022063,0.17059187188287894,0.17341788014527904,0.9107041927499793,0.7802940643952533,0.8565749585458629,0.6097839775604743,0.549995604317073,0.1057113631889699,0.37241893520329683,0.10411801879089555
Chikwawa,Rice,2023,0.08300470332374554,0.7254873321575593,0.6695170027716114,0.7182854125336912,0.05459671466424054,0.7580120726277636,0.8465381030538659,0.02856912483380003,0.020771307913362014,0.2243686817560797,0.4714272742708112,0.535764554509027,0.4187950671008782,0.5420598166884745,0.6052376693873163,0.6476484090465295
Chikwawa,Rice,2024,0.3669018278882554,0.3140726098897966,0.8829215833756225,0.6656204897010469,0.32093790843390724,0.48247536200192787,0.15586016025825544,0.8913022898823444,0.5342398594998103,0.37856700042515534,0.7299423078647232,0.6041110391054895,0.9764190396534337,0.797269338829037,0.06595683474875358,0.24954530375620487
Chikwawa,Rice,2025,0.9188435293886678,0.7581175234862716,0.9833776155872774,0.25240541229703617,0.1866840503313002,0.48974006563776595,0.03438288085235386,0.6100739124361872,0.3307166533165674,0.29601461146473274,0.3794367686443667,0.9127691550658841,0.010912037040414768,0.23693371849081002,0.3739646791083425,0.8751489145267163
Chikwawa,Groundnuts,2021,0.7823735404486676,0.1743843707022762,0.9795771152196702,0.44696835703483084,0.671912601975763,0.816415201601777,0.9264916052326398,0.0801974848650302,0.763810423488416,0.09238576982728153,0.5342871012804777,0.6836219833782962,0.830133128729831,0.3264394679270215,0.9716638717068631,0.7887953106810355
Chikwawa,Groundnuts,2022,0.9135604814775308,0.9809510852306776,0.3863920704311503,0.9487637871561089,0.6008073769868564,0.07290849399503774,0.38146031435628625,0.883146939809367,0.35376739623735365,0.595611966681845,0.9878620215309825,0.07713980554497635,0.05613824921683941,0.2726624258893785,0.39021475557913055,0.17419286027643877
Chikwawa,Groundnuts,2023,0.8367421918614123,0.8477093169825843,0.06848280104043303,0.12449768899714919,0.5478595003285385,0.4597121398111954,0.8870745074305267,0.35674634792622395,0.34350048181760495,0.9374039587485922,0.5472011847164403,0.6893523632065448,0.750889715288772,0.00021984407196540268,0.06596093323718388,0.002059383482119981
Chikwawa,Groundnuts,2024,0.03350500290658076,0.06541726074225351,0.7098144716126767,0.6632234517102399,0.9394749533563381,0.25677958466235884,0.013724685504036715,0.7558484776823302,0.10942452481331133,0.0239738313538993,0.9797518675141563,0.1660994599749197,0.6762484903017104,0.19418419756044225,0.622729089209603,0.30863309485923207
Chikwawa,Groundnuts,2025,0.9630295094130797,0.9189715676075189,0.15055727798934004,0.42501988212432784,0.6654715848333955,0.21092309465530834,0.8711238129688517,0.11672692576530941,0.6370449587502518,0.18179956729956104,0.5969502493327736,0.76833583045902,0.9424338330061175,0.13504583114946533,0.1327560732288,0.7562076025583134
Chikwawa,Tobacco,2021,0.5896687708722226,0.9017414501276987,0.616027423429212,0.7157159054552547,0.2916827107052572,0.30056117338085075,0.17982752423064097,0.1913587067348732,0.12532036365057098,0.2925161108007679,0.9898409924310518,0.6945114774221153,0.598770830772598,0.7332309280544992,0.08828673987314817,0.26082560913779873
Chikwawa,Tobacco,2022,0.11298977138027755,0.8322349705048296,0.8136201629621971,0.04830397894448857,0.7735537214122298,0.8899322147896815,0.7978769035052378,0.6931496960764695,0.6231673880550168,0.9356378699067999,0.3226997727459344,0.13586391325680247,0.2675399522399071,0.899669520630009,0.97299067306039,0.9516482453133966
Chikwawa,Tobacco,2023,0.3244277665668366,0.14098789619157936,0.2880336199835257,0.3981213275454184,0.5887686426509786,0.6529904328645766,0.6810662367515534,0.9528640073818162,0.46722179114874174,0.695680970701849,0.5059895708360387,0.3628863219834175,0.9118951833185597,0.022411497486845122,0.5680328201111416,0.4626920661080747
Chikwawa,Tobacco,2024,0.1620000266636109,0.9774932543115227,0.9028746069976751,0.4082329178078521,0.07889880733575638,0.34462728177082036,0.971305933306628,0.433832087411418,0.5875735944729732,0.32887139806809973,0.4252254154734916,0.5746217059351312,0.9508882781731177,0.7251278298532652,0.03714442283760655,0.5753950534431675
Chikwawa,Tobacco,2025,0.6346167134225807,0.031792244821041815,0.9238724412401266,0.33192502618296016,0.48523778206864454,0.6749893403694971,0.656615068558237,0.7650195912812354,0.5324387144491863,0.7232414204290805,0.9316875464918729,0.7957319397609441,0.5569133446690187,0.3160567252490565,0.4259251154787982,0.9639164097100892
Chikwawa,Beans,2021,0.6598013444809135,0.7107144881069051,0.4932584856953356,0.3335370026246781,0.6590902478098976,0.6408749229213743,0.6837684618858236,0.1624854621476347,0.7611402374350775,0.32741440733214267,0.21218597670875006,0.9981820296247401,0.23417308126337988,0.8415314876128248,0.71201265600186,0.5887166816832337
Chikwawa,Beans,2022,0.7902379127957824,0.18846796905606455,0.9209013549981652,0.09811526595705822,0.878042012779848,0.028168540502796935,0.7118966086115949,0.4433610639378216,0.8585237440280118,0.7648128041789389,0.636052524214277,0.6520586465024087,0.7983064996351746,0.5831094620182495,0.08417037450768339,0.2623222174751053
Chikwawa,Beans,2023,0.6911858111202291,0.3661134194580623,0.3786593864323846,0.5679979095315701,0.03481286531538419,0.6536122654328705,0.5321195624655295,0.3831516511329728,0.37201857525299653,0.5627263838184566,0.48135849282458265,0.4076431518562009,0.6522859178341811,0.4026732290732751,0.7953016124386395,0.28515393588039806
Chikwawa,Beans,2024,0.33247918018676514,0.7165190212511842,0.9429559700638938,0.6714441553116106,0.09680163998209723,0.9122370635924348,0.42768513637060335,0.8531230670951679,0.8811337945560381,0.4013719462717996,0.0984997745037659,0.4985539559310591,0.3977744502955395,0.4182954196868852,0.7244089201218772,0.7566269246507243
Chikwawa,Beans,2025,0.25546574771929054,0.19208155365180624,0.1548446472516951,0.1959190171222085,0.8499796197953614,0.3829699289276767,0.6913126233163093,0.19582603759136374,0.1784998589601895,0.04028674798347687,0.16765250900373185,0.3289111416665793,0.33073810072243126,0.4892835901332987,0.1232774203229684,0.12023885153019231
Chiradzulu,Maize,2021,0.5999130665351085,0.27348466615745937,0.043267862826713355,0.8996168289898867,0.743932900311025,0.07241373920111438,0.24497656087178477,0.959193677230614,0.052610781547531627,0.8375238172467302,0.2669287226638881,0.9118310564662564,0.8063831442257655,0.4932706390688604,0.1020452324168527,0.11263428987953206
Chiradzulu,Maize,2022,0.4045006557821652,0.09627745634275864,0.5663492267025516,0.5792840623135536,0.4354786170265246,0.5178190604401021,0.24315770641220724,0.8382807065946482,0.3576335446213239,0.18377068871754887,0.593038877062065,0.8457786109243293,0.446445614028971,0.6955598683304752,0.7289745554063226,0.8566212046004711
Chiradzulu,Maize,2023,0.35977346832150403,0.1084096326297379,0.07684844683967951,0.019116776352881892,0.5222085272933571,0.4919943260050449,0.43540025511784153,0.9555852279370622,0.42452810025031895,0.18048670624223528,0.41866728214479887,0.6617966408134267,0.7977427118186856,0.31441509782065435,0.2750077263480841,0.5758246815281842
Chiradzulu,Maize,2024,0.687420536400069,0.09581646515028308,0.8866911229937859,0.028070130582151687,0.3863723074247325,0.7581486255170216,0.5884603870184635,0.35422846344639247,0.21164381114823605,0.8213645189296885,0.6133504776057591,0.27563842431339014,0.7799882998396868,0.2664156282254201,0.422447239241203,0.37220239356594953
Chiradzulu,Maize,2025,0.5643766481887197,0.11843241032101515,0.044805689100194224,0.0075233792107402,0.7096858705277609,0.958136911069476,0.01600502786393221,0.030317580480227035,0.27077434379380105,0.31010488561108907,0.7162447328250435,0.43077049219803343,0.5738828814717135,0.7741205285973799,0.9125624426890178,0.6602040757411153
Chiradzulu,Rice,2021,0.9698453304077065,0.080397106305795,0.46532496215798524,0.33312167649964763,0.2652720340176321,0.18586208023312945,0.01198129418287397,0.4070312324454607,0.4737085585412216,0.7587036847154439,0.5681732745767267,0.5205345798505383,0.04445365169380178,0.08145493105270529,0.8976966889875384,0.5800899023584429
Chiradzulu,Rice,2022,0.6091541161788032,0.014326674240455639,0.5029646481886634,0.12312287803314126,0.6568933898041254,0.24698493613917671,0.17087589893829402,0.8803332105369254,0.014759620918892047,0.07379358058404673,0.20223061350950933,0.7306679762467777,0.21391108303188688,0.9781480166314854,0.8485534137379876,0.7081276806071571
Chiradzulu,Rice,2023,0.891175285573514,0.9727540434778258,0.9351951960818371,0.2119565892329971,0.9142116658564835,0.4289991104095784,0.9600479855394217,0.4498278554806091,0.2698915006881689,0.03585548870702793,0.38272271827749194,0.45967317137602604,0.6388505920288174,0.7814311369756425,0.2575139105803105,0.5824291881703675
Chiradzulu,Rice,2024,0.5755665368747583,0.8166963551020835,0.8762493343672458,0.35115516763445254,0.5239245539511138,0.7365489656417077,0.8627399679843314,0.2636096049347577,0.23323071819819785,0.7215248986673878,0.7654672048592044,0.38059043912510004,0.862641909848563,0.05373199830568731,0.28635111680120595,0.6564547978588763
Chiradzulu,Rice,2025,0.12881994407095498,0.6856564277000683,0.3230258349333085,0.6797275816049316,0.8021919910771292,0.4706106357284615,0.6298782547470577,0.2956643626096659,0.9028455332523524,0.3881972784173744,0.7664127273978236,0.26592884907136316,0.8023952633535258,0.47647054102931374,0.6940839164668587,0.6885404089759417
Chiradzulu,Groundnuts,2021,0.5852445355084822,0.3690654424086215,0.8492292653335424,0.4342693515271878,0.09600993059294949,0.2799183909829368,0.778187755938324,0.4500894270556923,0.6025322993384449,0.8718125520786766,0.24821860824423492,0.6873283049118664,0.3907923629235093,0.30576921407722,0.699470085290524,0.3843321089610092
Chiradzulu,Groundnuts,2022,0.633627784792678,0.6284512444962396,0.23902822913799682,0.7188869179151514,0.0714930123340708,0.7800210045305849,0.6679707306437799,0.3937044448231134,0.4928011273865932,0.9292367760546001,0.18040824775751252,0.10971403621801568,0.9156522032752815,0.01186405562940962,0.36477230639209024,0.7743744803127345
